Total videos: 209

=== CATEGORY: Lê Lê kể chữ (89 videos) ===
01. ID: y_G-fvofAM4 | Title_ZH: 雨 | Title_VI: Vũ - Những hạt mưa rơi dưới đám mây | Order: 89
54. ID: kLQ1e0Jb-1M | Title_ZH: 割韭菜 | Title_VI: Luộc rau (Cắt hẹ) - Trục lợi, lùa gà | Order: 12
55. ID: s_uES_h9c1I | Title_ZH: 躺平 | Title_VI: Thảng bình - Trào lưu nằm phẳng, mặc kệ đời | Order: 11
56. ID: 5NS9Pa7MvAU | Title_ZH: 芭比Q了 | Title_VI: Ba tỷ Q liễu - Toang rồi, xong đời | Order: 10
57. ID: M6En9Z-R_Ho | Title_ZH: 社恐 | Title_VI: Xã khủng - Hội chứng sợ giao tiếp xã hội | Order: 9
58. ID: wlhCQ54T-nY | Title_ZH: 柠檬精 | Title_VI: Chanh tinh - Kẻ hay ghen tị, chua ngoa | Order: 8
59. ID: 3FmBZdbRPOY | Title_ZH: 带货 | Title_VI: Đới hóa - Livestream bán hàng | Order: 7
60. ID: E1H94KocfQo | Title_ZH: 吃瓜 | Title_VI: Ăn dưa - Hóng biến, hóng phốt mạng xã hội | Order: 6
61. ID: jSX5WKL2DQ8 | Title_ZH: 剁手 | Title_VI: Đoạt thủ - Chặt tay vì cuồng mua sắm online | Order: 5
62. ID: _sf7WsNAjvw | Title_ZH: 凡尔赛 | Title_VI: Phàm nhĩ sài - Khoe mẽ một cách khiêm tốn | Order: 4
63. ID: 2K3oyBG6K3A | Title_ZH: 内卷 | Title_VI: Nội quyển - Cạnh tranh khốc liệt vô nghĩa | Order: 3
64. ID: IpskgDTghTI | Title_ZH: 社牛 | Title_VI: Xã ngưu - Hội chứng tự tin giao tiếp | Order: 2
65. ID: K-vukz9rtow | Title_ZH: 破防 | Title_VI: Phá phòng - Phá vỡ phòng ngự tâm lý | Order: 1

